id_entrega,id_pedido,status_entrega,data_envio,data_entrega_prevista,data_entrega_real,transportadora,codigo_rastreio,updated_at
12536,4087,entregue,2023-09-17T00:00:00,2023-09-26,2023-09-28,Total Express,YG151832053BR,2024-03-11T00:00:00
12537,13375,em_transito,2025-04-12T00:00:00,2025-04-24,,Loggi,KL731432003BR,2025-11-12T00:00:00
12538,8030,entregue,2025-06-26T00:00:00,2025-07-08,2025-07-09,Correios,EK086766556BR,2025-10-11T00:00:00
12539,1154,entregue,2025-03-27T00:00:00,2025-03-31,2025-04-02,Latam Cargo,SE195034947BR,2026-01-06T00:00:00
12540,9741,devolvido,2024-01-11T00:00:00,2024-01-24,2024-02-07,Total Express,GI943590242BR,2024-07-12T00:00:00
12541,11998,entregue,2023-05-20T00:00:00,2023-06-06,2023-06-06,JadLog,ET528153921BR,2026-01-21T00:00:00
12542,6086,entregue,2026-02-08T00:00:00,2026-02-26,2026-02-25,JadLog,GK513344819BR,2026-03-17T00:00:00
12543,12244,entregue,2024-05-08T00:00:00,2024-05-13,2024-05-15,DHL,DK504622572BR,2026-05-08T00:00:00
12544,10821,entregue,2025-09-22T00:00:00,2025-10-04,2025-10-08,Correios,TX017347376BR,2026-02-21T00:00:00
12545,9288,entregue,2024-07-14T00:00:00,2024-07-20,2024-07-25,Latam Cargo,DB490365815BR,2024-12-09T00:00:00
12546,8165,entregue,2023-06-01T00:00:00,2023-06-16,2023-06-17,Correios,HA863745153BR,2025-02-13T00:00:00
12547,12846,entregue,2025-08-29T00:00:00,2025-09-04,2025-09-03,Total Express,TB704105095BR,2025-09-04T00:00:00
12548,11343,entregue,2025-07-17T00:00:00,2025-07-20,2025-07-25,DHL,SG733700317BR,2025-07-22T00:00:00
12549,8012,entregue,2026-02-25T00:00:00,2026-03-13,2026-03-13,FedEx,EB337093221BR,2026-03-08T00:00:00
12550,10863,entregue,2024-03-17T00:00:00,2024-04-04,2024-04-08,Correios,LR404815261BR,2024-09-26T00:00:00
12551,1994,entregue,2023-08-06T00:00:00,2023-08-26,2023-08-31,FedEx,DV884841883BR,2024-12-18T00:00:00
12552,3883,entregue,2024-06-17T00:00:00,2024-07-02,2024-07-05,Azul Cargo,EE293417789BR,2026-01-17T00:00:00
12553,14189,pendente,2025-01-13T00:00:00,2025-01-27,,Correios,EZ136116737BR,2026-05-22T00:00:00
12554,6208,entregue,2025-10-02T00:00:00,2025-10-16,2025-10-19,DHL,QJ954421357BR,2026-04-26T00:00:00
12555,3013,entregue,2024-02-11T00:00:00,2024-02-16,2024-02-15,DHL,OE468105216BR,2025-08-06T00:00:00
12556,8007,em_transito,2023-09-18T00:00:00,2023-09-27,,DHL,IT099539507BR,2026-01-31T00:00:00
12557,11541,pendente,2025-01-22T00:00:00,2025-01-29,,Total Express,FQ280667882BR,2025-08-27T00:00:00
12558,13631,em_transito,2025-05-26T00:00:00,2025-06-15,,JadLog,RL763519866BR,2026-03-05T00:00:00
12559,3927,pendente,2025-12-10T00:00:00,2025-12-27,,Latam Cargo,VF712788558BR,2026-02-02T00:00:00
12560,4007,devolvido,2025-09-08T00:00:00,2025-09-27,2025-10-07,JadLog,CY032081051BR,2026-01-11T00:00:00
12561,6976,entregue,2025-05-01T00:00:00,2025-05-11,2025-05-12,Correios,TG237557467BR,2025-09-02T00:00:00
12562,10716,entregue,2026-05-27T00:00:00,2026-06-15,2026-06-14,FedEx,UU765522387BR,2026-06-07T00:00:00
12563,11674,devolvido,2025-07-19T00:00:00,2025-08-05,2025-08-13,DHL,EU700826703BR,2026-03-18T00:00:00
12564,5651,entregue,2023-01-02T00:00:00,2023-01-17,2023-01-15,Total Express,CD848131186BR,2024-05-13T00:00:00
12565,7594,em_transito,2026-05-26T00:00:00,2026-06-04,,FedEx,LP408243681BR,2026-06-02T00:00:00
12566,2213,entregue,2024-12-26T00:00:00,2024-12-30,2024-12-29,Latam Cargo,IB978352433BR,2026-05-19T00:00:00
12567,4746,entregue,2025-08-02T00:00:00,2025-08-06,2025-08-07,JadLog,DY864726716BR,2026-05-14T00:00:00
12568,11475,entregue,2023-05-04T00:00:00,2023-05-12,2023-05-13,Loggi,WJ682337579BR,2024-10-29T00:00:00
12569,4377,entregue,2023-06-19T00:00:00,2023-06-29,2023-07-03,Loggi,GG088125416BR,2024-09-19T00:00:00
12570,8146,entregue,2025-04-25T00:00:00,2025-05-03,2025-05-04,DHL,PH614940765BR,2026-06-07T00:00:00
12571,13091,entregue,2025-06-28T00:00:00,2025-07-14,2025-07-18,Azul Cargo,VM533460153BR,2025-09-23T00:00:00
12572,1748,entregue,2024-05-27T00:00:00,2024-06-02,2024-06-02,DHL,AC905543307BR,2024-11-26T00:00:00
12573,6615,entregue,2024-09-12T00:00:00,2024-09-30,2024-10-02,JadLog,QF922289996BR,2025-06-19T00:00:00
12574,8598,entregue,2023-08-14T00:00:00,2023-08-20,2023-08-18,DHL,IA921588864BR,2024-09-14T00:00:00
12575,7419,entregue,2023-11-13T00:00:00,2023-11-22,2023-11-21,Correios,OW093296885BR,2024-10-31T00:00:00
12576,8963,em_transito,2025-08-17T00:00:00,2025-08-27,,Azul Cargo,FW896162540BR,2026-05-22T00:00:00
12577,10046,entregue,2024-02-05T00:00:00,2024-02-17,2024-02-17,Azul Cargo,JN327281287BR,2025-09-10T00:00:00
12578,5810,entregue,2026-01-29T00:00:00,2026-02-03,2026-02-06,DHL,OF978054381BR,2026-02-21T00:00:00
12579,1785,entregue,2024-11-19T00:00:00,2024-11-30,2024-11-30,Total Express,IJ269324704BR,2025-08-04T00:00:00
12580,345,em_transito,2024-06-20T00:00:00,2024-07-08,,Azul Cargo,YQ067004196BR,2025-04-28T00:00:00
12581,3387,entregue,2025-01-07T00:00:00,2025-01-20,2025-01-23,Total Express,ZP189941615BR,2025-11-27T00:00:00
12582,154,entregue,2024-02-02T00:00:00,2024-02-21,2024-02-25,Loggi,RG523576648BR,2024-07-22T00:00:00
12583,4917,entregue,2024-02-09T00:00:00,2024-02-25,2024-02-28,Azul Cargo,LT619100485BR,2025-08-31T00:00:00
12584,2204,entregue,2026-01-01T00:00:00,2026-01-05,2026-01-05,DHL,PQ548104923BR,2026-03-12T00:00:00
12585,6478,em_transito,2026-02-11T00:00:00,2026-02-20,,Azul Cargo,UN603834789BR,2026-03-28T00:00:00
12586,2444,entregue,2024-01-25T00:00:00,2024-02-14,2024-02-17,Azul Cargo,XS034161890BR,2026-05-31T00:00:00
12587,12048,entregue,2024-07-15T00:00:00,2024-08-02,2024-08-07,Loggi,MZ659037845BR,2025-07-06T00:00:00
12588,8513,entregue,2024-02-17T00:00:00,2024-02-29,2024-02-29,Correios,TJ309469944BR,2024-11-26T00:00:00
12589,3304,entregue,2024-07-31T00:00:00,2024-08-16,2024-08-16,Latam Cargo,YI656186988BR,2024-08-02T00:00:00
12590,7003,devolvido,2024-02-07T00:00:00,2024-02-27,2024-03-08,FedEx,SE828953616BR,2025-11-16T00:00:00
12591,13986,entregue,2026-02-21T00:00:00,2026-03-06,2026-03-07,JadLog,FB528032755BR,2026-04-17T00:00:00
12592,1837,devolvido,2024-01-25T00:00:00,2024-02-03,2024-02-13,FedEx,MZ453695559BR,2024-02-03T00:00:00
12593,4900,pendente,2023-02-12T00:00:00,2023-02-20,,Correios,CI618993241BR,2024-08-06T00:00:00
12594,13692,entregue,2025-06-25T00:00:00,2025-07-07,2025-07-06,Loggi,WW526815981BR,2025-08-12T00:00:00
12595,12162,entregue,2025-06-25T00:00:00,2025-07-04,2025-07-06,Azul Cargo,RL722966680BR,2025-10-18T00:00:00
12596,12437,entregue,2025-01-09T00:00:00,2025-01-26,2025-01-30,Azul Cargo,SB534344660BR,2025-07-06T00:00:00
12597,1666,pendente,2025-12-09T00:00:00,2025-12-20,,DHL,PY530763321BR,2026-03-24T00:00:00
12598,11238,entregue,2023-04-15T00:00:00,2023-05-01,2023-05-04,FedEx,VW903551337BR,2026-05-20T00:00:00
12599,12420,entregue,2024-06-28T00:00:00,2024-07-05,2024-07-05,FedEx,LQ324379627BR,2024-08-26T00:00:00
12600,8365,entregue,2024-03-08T00:00:00,2024-03-13,2024-03-18,Loggi,QB080270473BR,2024-03-29T00:00:00
12601,4966,entregue,2023-07-23T00:00:00,2023-08-07,2023-08-06,Correios,IW408123110BR,2023-12-31T00:00:00
12602,10893,devolvido,2024-02-08T00:00:00,2024-02-27,2024-03-11,Azul Cargo,LB069560059BR,2025-01-12T00:00:00
12603,8502,entregue,2023-12-20T00:00:00,2023-12-25,2023-12-30,Latam Cargo,WW903985578BR,2025-11-28T00:00:00
12604,11933,em_transito,2025-05-13T00:00:00,2025-05-25,,DHL,IF315440259BR,2025-05-21T00:00:00
12605,9005,entregue,2025-01-17T00:00:00,2025-02-05,2025-02-07,Latam Cargo,DC591135160BR,2025-02-07T00:00:00
12606,3986,entregue,2026-02-17T00:00:00,2026-03-07,2026-03-08,Total Express,ZV700866279BR,2026-06-06T00:00:00
12607,11402,devolvido,2025-04-13T00:00:00,2025-04-25,2025-05-02,Latam Cargo,BD557725926BR,2026-03-18T00:00:00
12608,4654,entregue,2023-02-25T00:00:00,2023-03-03,2023-03-07,Correios,CZ409518429BR,2025-09-04T00:00:00
12609,14583,em_transito,2026-04-25T00:00:00,2026-05-02,,DHL,QU282586215BR,2026-05-23T00:00:00
12610,10248,entregue,2023-02-05T00:00:00,2023-02-08,2023-02-13,JadLog,BO537617518BR,2023-07-24T00:00:00
12611,10544,entregue,2023-11-25T00:00:00,2023-12-02,2023-12-07,FedEx,OX893694021BR,2025-06-06T00:00:00
12612,1668,entregue,2023-04-04T00:00:00,2023-04-09,2023-04-14,Total Express,NJ039817378BR,2026-03-23T00:00:00
12613,1558,entregue,2025-11-01T00:00:00,2025-11-12,2025-11-15,DHL,IV523140713BR,2026-01-11T00:00:00
12614,8058,entregue,2024-11-24T00:00:00,2024-11-29,2024-11-29,Azul Cargo,RI600200403BR,2025-12-31T00:00:00
12615,5525,em_transito,2024-02-03T00:00:00,2024-02-16,,Loggi,BL218335401BR,2026-03-21T00:00:00
12616,12405,entregue,2025-04-02T00:00:00,2025-04-07,2025-04-06,JadLog,BG768401667BR,2025-08-24T00:00:00
12617,2954,pendente,2023-10-28T00:00:00,2023-11-05,,FedEx,SI192029921BR,2024-12-11T00:00:00
12618,8167,pendente,2025-02-06T00:00:00,2025-02-12,,Correios,VT485914382BR,2026-01-18T00:00:00
12619,14707,entregue,2025-03-28T00:00:00,2025-04-08,2025-04-06,Total Express,RC467179161BR,2026-03-12T00:00:00
12620,13073,entregue,2025-06-04T00:00:00,2025-06-12,2025-06-10,Correios,QD479403548BR,2025-07-11T00:00:00
12621,3558,entregue,2024-04-07T00:00:00,2024-04-26,2024-04-26,Total Express,ZT345757026BR,2025-03-11T00:00:00
12622,7352,entregue,2024-08-06T00:00:00,2024-08-12,2024-08-13,DHL,OJ196542480BR,2024-11-11T00:00:00
12623,13003,entregue,2025-01-16T00:00:00,2025-01-27,2025-01-30,Loggi,VX663773713BR,2025-03-13T00:00:00
12624,7295,entregue,2026-03-21T00:00:00,2026-03-28,2026-03-31,Total Express,UV880836492BR,2026-03-30T00:00:00
12625,13210,em_transito,2024-06-10T00:00:00,2024-06-18,,Azul Cargo,VE291838231BR,2024-11-27T00:00:00
12626,4110,entregue,2025-02-05T00:00:00,2025-02-17,2025-02-20,DHL,BF239698672BR,2025-06-29T00:00:00
12627,4938,entregue,2025-09-16T00:00:00,2025-10-01,2025-10-03,Total Express,LO827956243BR,2026-01-10T00:00:00
12628,3368,entregue,2023-01-04T00:00:00,2023-01-22,2023-01-24,Latam Cargo,JV730773671BR,2025-01-13T00:00:00
12629,124,em_transito,2025-12-24T00:00:00,2026-01-07,,Correios,UU911609657BR,2025-12-24T00:00:00
12630,8603,entregue,2023-08-24T00:00:00,2023-08-30,2023-09-03,FedEx,GD989015321BR,2025-12-02T00:00:00
12631,11311,entregue,2026-01-29T00:00:00,2026-02-04,2026-02-08,JadLog,IS326794415BR,2026-02-24T00:00:00
12632,234,entregue,2024-10-04T00:00:00,2024-10-08,2024-10-08,Loggi,TZ509696368BR,2026-05-16T00:00:00
12633,5486,entregue,2025-02-22T00:00:00,2025-03-07,2025-03-08,Total Express,ZO804072386BR,2025-11-20T00:00:00
12634,14412,entregue,2024-11-26T00:00:00,2024-12-01,2024-12-06,Latam Cargo,AC545613296BR,2026-06-04T00:00:00
12635,7061,entregue,2024-08-17T00:00:00,2024-08-30,2024-09-01,Azul Cargo,OG299328763BR,2026-01-12T00:00:00
12636,14409,entregue,2026-01-02T00:00:00,2026-01-12,2026-01-10,Correios,CZ694355458BR,2026-01-27T00:00:00
12637,11649,entregue,2025-04-07T00:00:00,2025-04-12,2025-04-16,Loggi,YD180718953BR,2025-07-26T00:00:00
12638,8023,entregue,2025-01-10T00:00:00,2025-01-23,2025-01-22,FedEx,CO803174205BR,2025-03-20T00:00:00
12639,4216,entregue,2024-06-13T00:00:00,2024-07-01,2024-07-03,Loggi,QK261637783BR,2024-06-30T00:00:00
12640,5528,entregue,2023-05-06T00:00:00,2023-05-09,2023-05-08,Correios,LA115668683BR,2024-11-01T00:00:00
12641,12286,entregue,2023-10-05T00:00:00,2023-10-08,2023-10-13,DHL,QB819747017BR,2026-03-22T00:00:00
12642,3439,devolvido,2025-06-22T00:00:00,2025-07-11,2025-07-23,Azul Cargo,VR590739186BR,2026-03-13T00:00:00
12643,11889,entregue,2023-08-20T00:00:00,2023-09-04,2023-09-09,JadLog,RS797195099BR,2025-09-15T00:00:00
12644,5748,entregue,2023-01-27T00:00:00,2023-02-10,2023-02-09,Latam Cargo,RU001218120BR,2024-11-24T00:00:00
12645,5925,entregue,2023-04-15T00:00:00,2023-04-29,2023-05-03,FedEx,WU355093724BR,2024-06-02T00:00:00
12646,6521,pendente,2025-05-06T00:00:00,2025-05-18,,DHL,NQ243477902BR,2025-11-21T00:00:00
12647,1411,entregue,2025-09-29T00:00:00,2025-10-16,2025-10-15,Correios,MV301786734BR,2026-03-08T00:00:00
12648,784,entregue,2023-05-18T00:00:00,2023-05-31,2023-05-31,FedEx,TX316169261BR,2024-01-26T00:00:00
12649,12643,entregue,2024-10-18T00:00:00,2024-11-01,2024-11-03,Total Express,QK648489348BR,2025-10-31T00:00:00
12650,8502,entregue,2025-11-06T00:00:00,2025-11-22,2025-11-25,Total Express,WL791420643BR,2025-11-29T00:00:00
12651,14515,entregue,2023-05-21T00:00:00,2023-05-30,2023-06-02,Loggi,YN997564656BR,2025-12-25T00:00:00
12652,12300,entregue,2025-07-25T00:00:00,2025-08-13,2025-08-12,JadLog,UB061504853BR,2026-02-14T00:00:00
12653,823,entregue,2023-01-24T00:00:00,2023-02-05,2023-02-04,JadLog,XJ474548949BR,2025-05-24T00:00:00
12654,2025,entregue,2026-05-14T00:00:00,2026-05-24,2026-05-29,Latam Cargo,SQ846444956BR,2026-06-09T00:00:00
12655,2511,entregue,2026-02-08T00:00:00,2026-02-14,2026-02-17,FedEx,GG858585806BR,2026-03-29T00:00:00
12656,6198,entregue,2025-09-09T00:00:00,2025-09-20,2025-09-21,JadLog,FF004789844BR,2026-02-03T00:00:00
12657,8192,em_transito,2023-06-08T00:00:00,2023-06-14,,FedEx,IF670773774BR,2024-02-14T00:00:00
12658,2293,entregue,2024-06-07T00:00:00,2024-06-15,2024-06-20,JadLog,AR452324015BR,2024-10-06T00:00:00
12659,10464,entregue,2026-05-21T00:00:00,2026-05-26,2026-05-27,Correios,AH633047810BR,2026-05-26T00:00:00
12660,5262,entregue,2024-04-30T00:00:00,2024-05-15,2024-05-14,Latam Cargo,DD031687921BR,2025-06-16T00:00:00
12661,2880,entregue,2025-06-25T00:00:00,2025-07-10,2025-07-11,DHL,XF412402300BR,2025-07-12T00:00:00
12662,3914,devolvido,2026-03-26T00:00:00,2026-04-11,2026-04-23,JadLog,RD763605689BR,2026-03-28T00:00:00
12663,14259,em_transito,2023-07-14T00:00:00,2023-07-19,,Azul Cargo,VH347466306BR,2025-05-14T00:00:00
12664,6368,entregue,2026-03-06T00:00:00,2026-03-25,2026-03-28,Azul Cargo,ES334503206BR,2026-05-05T00:00:00
12665,3674,em_transito,2023-03-13T00:00:00,2023-03-30,,Correios,OX000462103BR,2026-04-06T00:00:00
12666,4174,em_transito,2025-08-23T00:00:00,2025-09-12,,DHL,RG195871122BR,2026-03-14T00:00:00
12667,4692,em_transito,2023-07-10T00:00:00,2023-07-25,,FedEx,MF769723730BR,2026-03-16T00:00:00
12668,5073,entregue,2024-09-23T00:00:00,2024-10-01,2024-10-05,FedEx,ZR460034556BR,2024-10-26T00:00:00
12669,3098,entregue,2024-10-26T00:00:00,2024-11-07,2024-11-09,Correios,ZX358838800BR,2025-08-11T00:00:00
12670,12341,entregue,2023-04-28T00:00:00,2023-05-03,2023-05-07,Latam Cargo,QM380000902BR,2024-01-20T00:00:00
12671,2291,entregue,2024-06-28T00:00:00,2024-07-08,2024-07-10,Total Express,VW152131216BR,2025-09-25T00:00:00
12672,772,entregue,2024-06-21T00:00:00,2024-07-04,2024-07-06,Loggi,KM116057031BR,2025-10-26T00:00:00
12673,1341,pendente,2023-07-30T00:00:00,2023-08-03,,Correios,EQ199605391BR,2024-10-04T00:00:00
12674,4586,em_transito,2025-06-15T00:00:00,2025-06-29,,Azul Cargo,GM384677353BR,2025-08-06T00:00:00
12675,14554,entregue,2026-02-11T00:00:00,2026-03-01,2026-03-05,Azul Cargo,PR336308883BR,2026-03-13T00:00:00
12676,3136,entregue,2024-01-06T00:00:00,2024-01-19,2024-01-22,Loggi,PP615590817BR,2025-01-29T00:00:00
12677,14527,entregue,2025-03-24T00:00:00,2025-04-11,2025-04-12,Azul Cargo,OK765461410BR,2025-04-07T00:00:00
12678,6976,entregue,2025-09-29T00:00:00,2025-10-04,2025-10-03,FedEx,VH289779794BR,2026-06-06T00:00:00
12679,8747,entregue,2024-05-05T00:00:00,2024-05-10,2024-05-11,Correios,OX898903438BR,2025-03-02T00:00:00
12680,9086,entregue,2025-08-09T00:00:00,2025-08-19,2025-08-22,FedEx,JA875317828BR,2025-10-06T00:00:00
12681,2640,entregue,2025-03-31T00:00:00,2025-04-03,2025-04-02,Loggi,JL756082734BR,2025-07-17T00:00:00
12682,13186,entregue,2024-01-31T00:00:00,2024-02-13,2024-02-16,Correios,UH074841348BR,2026-06-03T00:00:00
12683,1211,entregue,2023-04-28T00:00:00,2023-05-11,2023-05-10,Latam Cargo,HH527830982BR,2024-03-26T00:00:00
12684,5134,entregue,2024-09-05T00:00:00,2024-09-24,2024-09-23,FedEx,DE131048780BR,2024-12-16T00:00:00
12685,3568,pendente,2026-05-05T00:00:00,2026-05-08,,Azul Cargo,JV419175211BR,2026-05-13T00:00:00
12686,8825,entregue,2023-06-22T00:00:00,2023-07-02,2023-07-05,JadLog,UG468525800BR,2023-12-10T00:00:00
12687,2174,entregue,2024-04-14T00:00:00,2024-04-23,2024-04-24,FedEx,JO577371545BR,2024-08-27T00:00:00
12688,8427,entregue,2023-12-25T00:00:00,2023-12-28,2023-12-28,Total Express,XM521230008BR,2024-06-30T00:00:00
12689,10332,entregue,2025-04-19T00:00:00,2025-04-28,2025-04-29,Correios,FR155481385BR,2025-10-12T00:00:00
12690,7656,entregue,2024-04-20T00:00:00,2024-05-04,2024-05-03,Correios,OH865468199BR,2025-05-01T00:00:00
12691,662,pendente,2025-12-28T00:00:00,2026-01-01,,DHL,VQ772910945BR,2026-01-27T00:00:00
12692,12011,entregue,2024-11-23T00:00:00,2024-11-26,2024-12-01,Total Express,LX354654906BR,2025-11-30T00:00:00
12693,1186,entregue,2023-12-06T00:00:00,2023-12-18,2023-12-17,Correios,GG410858584BR,2025-07-02T00:00:00
12694,7122,entregue,2025-04-04T00:00:00,2025-04-10,2025-04-10,Correios,YK375635313BR,2026-01-11T00:00:00
12695,9556,pendente,2025-07-12T00:00:00,2025-07-19,,DHL,KP515318031BR,2026-04-14T00:00:00
12696,7680,entregue,2024-08-05T00:00:00,2024-08-15,2024-08-15,Latam Cargo,UG684761112BR,2025-03-13T00:00:00
12697,6576,em_transito,2025-03-31T00:00:00,2025-04-07,,DHL,GI059341981BR,2026-01-13T00:00:00
12698,3728,entregue,2026-01-27T00:00:00,2026-02-15,2026-02-20,DHL,IF914848475BR,2026-05-01T00:00:00
12699,13512,entregue,2023-11-12T00:00:00,2023-11-23,2023-11-25,Loggi,OQ569278962BR,2025-10-07T00:00:00
12700,8015,entregue,2024-04-16T00:00:00,2024-04-23,2024-04-23,DHL,ZQ896258712BR,2026-06-11T00:00:00
12701,3629,devolvido,2023-02-13T00:00:00,2023-02-19,2023-03-06,Loggi,XZ633142416BR,2024-04-28T00:00:00
12702,10902,entregue,2024-03-05T00:00:00,2024-03-20,2024-03-21,Latam Cargo,KN503313831BR,2024-09-21T00:00:00
12703,6316,entregue,2024-01-28T00:00:00,2024-02-01,2024-01-31,JadLog,VX673994005BR,2026-04-29T00:00:00
12704,5646,entregue,2026-04-10T00:00:00,2026-04-20,2026-04-18,Total Express,KC552677587BR,2026-04-14T00:00:00
12705,8704,entregue,2026-01-14T00:00:00,2026-01-22,2026-01-20,Correios,IS296575090BR,2026-03-12T00:00:00
12706,6705,entregue,2025-09-02T00:00:00,2025-09-21,2025-09-19,Correios,SR850786467BR,2025-09-27T00:00:00
12707,7907,entregue,2023-07-17T00:00:00,2023-07-28,2023-07-30,Total Express,HO300814190BR,2023-07-27T00:00:00
12708,5406,entregue,2025-05-07T00:00:00,2025-05-18,2025-05-20,Azul Cargo,ON359381965BR,2025-12-28T00:00:00
12709,12332,entregue,2025-12-06T00:00:00,2025-12-25,2025-12-25,Total Express,PV053323334BR,2025-12-12T00:00:00
12710,2461,devolvido,2023-03-29T00:00:00,2023-04-07,2023-04-19,JadLog,WB668979655BR,2025-01-10T00:00:00
12711,12294,em_transito,2023-05-04T00:00:00,2023-05-15,,Azul Cargo,QJ390749550BR,2023-07-20T00:00:00
12712,14324,pendente,2024-04-07T00:00:00,2024-04-17,,Correios,FS385333252BR,2026-03-15T00:00:00
12713,6005,entregue,2023-05-26T00:00:00,2023-06-02,2023-06-07,Loggi,VO096643196BR,2023-10-06T00:00:00
12714,7092,entregue,2026-03-29T00:00:00,2026-04-04,2026-04-05,JadLog,FX616690286BR,2026-05-27T00:00:00
12715,4826,entregue,2025-08-29T00:00:00,2025-09-01,2025-08-31,Total Express,PR473473394BR,2026-05-11T00:00:00
12716,7712,em_transito,2024-07-19T00:00:00,2024-07-27,,JadLog,MR219605927BR,2025-11-03T00:00:00
12717,13280,entregue,2023-04-02T00:00:00,2023-04-07,2023-04-06,FedEx,CQ169110802BR,2023-05-22T00:00:00
12718,7303,entregue,2024-10-18T00:00:00,2024-11-01,2024-11-05,FedEx,HH956943685BR,2024-10-22T00:00:00
12719,13748,entregue,2025-06-08T00:00:00,2025-06-12,2025-06-14,Latam Cargo,TI127811854BR,2025-09-20T00:00:00
12720,14465,entregue,2024-07-03T00:00:00,2024-07-16,2024-07-19,JadLog,QF433838758BR,2026-03-24T00:00:00
12721,8010,em_transito,2023-05-11T00:00:00,2023-05-16,,JadLog,VJ848938586BR,2023-06-11T00:00:00
12722,9286,entregue,2024-06-04T00:00:00,2024-06-13,2024-06-11,Loggi,XA837023448BR,2026-03-28T00:00:00
12723,13223,entregue,2024-03-18T00:00:00,2024-03-28,2024-03-30,Latam Cargo,ES111125288BR,2026-04-09T00:00:00
12724,781,entregue,2026-05-19T00:00:00,2026-05-31,2026-06-05,Latam Cargo,HX226975748BR,2026-05-26T00:00:00
12725,11166,entregue,2025-01-31T00:00:00,2025-02-15,2025-02-15,Latam Cargo,HE446546312BR,2025-03-04T00:00:00
12726,9182,entregue,2025-01-26T00:00:00,2025-02-15,2025-02-18,Azul Cargo,PK509735242BR,2025-04-12T00:00:00
12727,8799,entregue,2023-07-01T00:00:00,2023-07-17,2023-07-19,Total Express,BU594553373BR,2026-04-13T00:00:00
12728,14464,entregue,2024-06-29T00:00:00,2024-07-05,2024-07-10,Correios,ET686422043BR,2024-08-08T00:00:00
12729,575,entregue,2024-05-23T00:00:00,2024-05-28,2024-05-27,JadLog,UH301769938BR,2025-12-01T00:00:00
12730,4455,entregue,2025-05-04T00:00:00,2025-05-13,2025-05-16,Latam Cargo,UB086907018BR,2025-08-12T00:00:00
12731,353,entregue,2026-04-22T00:00:00,2026-04-29,2026-04-28,Total Express,VH483811774BR,2026-05-11T00:00:00
12732,1803,entregue,2025-07-04T00:00:00,2025-07-13,2025-07-14,DHL,FC797205066BR,2026-01-16T00:00:00
12733,13680,entregue,2025-08-12T00:00:00,2025-08-21,2025-08-20,Correios,VL343594463BR,2026-03-31T00:00:00
12734,12966,entregue,2025-03-01T00:00:00,2025-03-19,2025-03-20,JadLog,SF894785045BR,2025-06-23T00:00:00
12735,14799,entregue,2023-03-04T00:00:00,2023-03-21,2023-03-22,Latam Cargo,YR735448442BR,2023-12-23T00:00:00
12736,2693,entregue,2023-08-16T00:00:00,2023-09-05,2023-09-05,Loggi,LV866463849BR,2026-06-01T00:00:00
12737,14704,entregue,2023-10-02T00:00:00,2023-10-16,2023-10-16,Correios,VU399774554BR,2024-06-14T00:00:00
12738,10210,entregue,2026-06-02T00:00:00,2026-06-05,2026-06-06,DHL,HZ908235773BR,2026-06-02T00:00:00
12739,12373,entregue,2023-04-26T00:00:00,2023-04-29,2023-04-30,JadLog,RN236491804BR,2024-07-28T00:00:00
12740,6595,em_transito,2025-11-03T00:00:00,2025-11-06,,Azul Cargo,QI557949405BR,2025-12-24T00:00:00
12741,6403,entregue,2023-08-02T00:00:00,2023-08-21,2023-08-23,FedEx,SK204321177BR,2026-05-03T00:00:00
12742,11475,entregue,2023-10-12T00:00:00,2023-10-21,2023-10-25,DHL,OP945394398BR,2024-03-27T00:00:00
12743,5096,entregue,2024-08-08T00:00:00,2024-08-15,2024-08-16,JadLog,RD094886897BR,2026-03-06T00:00:00
12744,5623,em_transito,2025-03-06T00:00:00,2025-03-09,,Azul Cargo,CT593388668BR,2026-04-21T00:00:00
12745,14316,entregue,2025-01-15T00:00:00,2025-02-03,2025-02-08,Latam Cargo,NP532083727BR,2025-12-20T00:00:00
12746,12293,pendente,2025-02-13T00:00:00,2025-02-18,,FedEx,WN395506836BR,2026-01-04T00:00:00
12747,9569,entregue,2024-05-23T00:00:00,2024-06-09,2024-06-14,Latam Cargo,UE436118877BR,2025-12-08T00:00:00
12748,1487,entregue,2026-05-09T00:00:00,2026-05-27,2026-05-30,JadLog,MV813185757BR,2026-05-30T00:00:00
